"id","premise","hypothesis","type","trigger","resp_1","resp_2","resp_3","resp_4","resp_5","mean_resp","sd_resp"
"250","My husband had sent me away for the summer. ""I have to be alone,"" he'd pleaded. He didn't forget to eat, often did not sleep, could most frequently be found staring at his own thoughts.","He was supposed to eat.","target-negated","implicative_predicates",83.53,91.35,100,100,98.95,94.766,7.24934686713224
"250","My husband had sent me away for the summer. ""I have to be alone,"" he'd pleaded. He forgot to eat, often did not sleep, could most frequently be found staring at his own thoughts.","He was supposed to eat.","target-original","implicative_predicates",99.54,95.9,98.11,100,100,98.71,1.75165635899282
"268"," The senior executive at Glenwood, who was deeply involved in the company's political activities and campaign contributions, was also cooperating with federal authorities, according to the complaint.","Alan Levine, a lawyer for Glenwood Management, was asked to comment on the complaint.","target-prior","implicative_predicates",55.54,100,68.27,1.01,50.15,54.994,35.8462931137935
"268"," The senior executive at Glenwood, who was deeply involved in the company's political activities and campaign contributions, was also cooperating with federal authorities, according to the complaint. Alan Levine, a lawyer for Glenwood Management, didn't decline to comment on the complaint.","Alan Levine, a lawyer for Glenwood Management, was asked to comment on the complaint.","target-negated","implicative_predicates",93.84,96.54,100,100,72.74,92.624,11.412689428877
"268"," The senior executive at Glenwood, who was deeply involved in the company's political activities and campaign contributions, was also cooperating with federal authorities, according to the complaint. Alan Levine, a lawyer for Glenwood Management, declined to comment on the complaint.","Alan Levine, a lawyer for Glenwood Management, was asked to comment on the complaint.","target-original","implicative_predicates",95.59,96.02,100,NA,NA,97.2033333333333,2.43150844813119
"279","having been in communications and been with Midway Airlines, I was considering the front desk as well- food and beverage in a management position or possibly even security. Mr. BRINKLEY:","There are exactly two of you.","target-prior","numeric_determiners",50.6,0,77.1,51.05,52.7,46.29,28.1706496197727
"279","having been in communications and been with Midway Airlines, I was considering the front desk as well- food and beverage in a management position or possibly even security. Mr. BRINKLEY: Well, not both of you stood in line for a good long time, which became a kind of social scene, I understand.","There are exactly two of you.","target-negated","numeric_determiners",61,63.46,4.73,95.59,88.33,62.622,35.7162675821537
"279","having been in communications and been with Midway Airlines, I was considering the front desk as well- food and beverage in a management position or possibly even security. Mr. BRINKLEY: Well, both of you stood in line for a good long time, which became a kind of social scene, I understand.","There are exactly two of you.","target-original","numeric_determiners",100,100,100,NA,NA,100,0
"285","This method results in a waveform with the values of the standard deviation over time and it is one of the features that constitutes the feature matrix of the NDC algorithm. ","There are exactly two algorithms.","target-prior","numeric_determiners",93.4,3.92,3.69,20.94,50.15,34.42,38.0209369952925
"285","This method results in a waveform with the values of the standard deviation over time and it is one of the features that constitutes the feature matrix of the NDC algorithm.  The comparison of both algorithms doesn't demonstrate that the NDC algorithm is more stable and presents more consistent results regardless of the record or dataset.","There are exactly two algorithms.","target-negated","numeric_determiners",97.79,0.78,17.91,100,96.49,62.594,49.0013686543549
"285","This method results in a waveform with the values of the standard deviation over time and it is one of the features that constitutes the feature matrix of the NDC algorithm.  The comparison of both algorithms demonstrates that the NDC algorithm is more stable and presents more consistent results regardless of the record or dataset.","There are exactly two algorithms.","target-original","numeric_determiners",100,78.09,100,2.75,NA,70.21,46.1441011036803
"327"," Sarah had already told Molly that she had no family and the father didn't know of the baby's existence.","She had considered before whether to tell him.","target-prior","re_verbs",39.59,90.76,82.32,82.65,66.59,72.382,20.315074944484
"327"," Sarah had already told Molly that she had no family and the father didn't know of the baby's existence. Perhaps she wouldn't reconsider telling him.","She had considered before whether to tell him.","target-negated","re_verbs",50.45,100,94.81,100,90.59,87.17,20.9024053639767
"327"," Sarah had already told Molly that she had no family and the father didn't know of the baby's existence. Perhaps she'd reconsider telling him.","She had considered before whether to tell him.","target-original","re_verbs",95.71,10.29,96.88,100,NA,75.72,43.657565209251
"341","<i>(No context.)</i>","Jimmy Page and Robert Plant had been united before 1980.","target-prior","re_verbs",0.25,99.64,0.02,NA,NA,33.3033333333333,57.449353637211
"341","  This year, Led Zeppelin's guitarist, Jimmy Page, and singer, Robert Plant, didn't reunite for their first long-term project since 1980.","Jimmy Page and Robert Plant had been united before 1980.","target-negated","re_verbs",100,80.13,1.01,100,100,76.228,42.9193927030661
"341","  This year, Led Zeppelin's guitarist, Jimmy Page, and singer, Robert Plant, reunited for their first long-term project since 1980.","Jimmy Page and Robert Plant had been united before 1980.","target-original","re_verbs",99.85,92.95,41.79,95.53,100,86.024,24.9071632266704
"342","Officials reasoned the farmers weren't paying back the debts anyway, and foreclosing on them was difficult and time consuming. The state did reclaim a few farms before it gave up.","that land has been sold before.","target-prior","re_verbs",100,96.6,0.66,75.34,95.96,73.712,41.9795726514694
"342","Officials reasoned the farmers weren't paying back the debts anyway, and foreclosing on them was difficult and time consuming. The state did reclaim a few farms before it gave up. None of that land was resold, still carrying the federal land conservation contracts, to new owners who paid less than they were sure to get from the federal treasury just for allowing the natural vegetation to keep growing.","that land has been sold before.","target-negated","re_verbs",0,98.24,16.9,100,NA,53.785,52.8059425317517
"342","Officials reasoned the farmers weren't paying back the debts anyway, and foreclosing on them was difficult and time consuming. The state did reclaim a few farms before it gave up. Some of that land was resold, still carrying the federal land conservation contracts, to new owners who paid less than they were sure to get from the federal treasury just for allowing the natural vegetation to keep growing.","that land has been sold before.","target-original","re_verbs",100,99.09,100,99.9,NA,99.7475,0.440860900209275
